"Id","Tool Detection","Repository","File","Type","Lines","Method Lines","Prompt","Original Method","Refactored Method","Refactored","Removed smell","Test passed","Added smell","Test After","Coverage 
after","Observation"
73,"steel","jackocnr/intl-tel-input","/tests/core/multipleInstances.test.js","Magic Number","{'line': 36, 'column': 53, 'index': 943}","start: 34 end: 37","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 36, 'column': 53, 'index': 943}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""instances have different country lists"", () => {
 expect(getCountryListLength(container1)).toEqual(2);
 expect(getCountryListLength(container2)).toEqual(4);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
74,"steel","jackocnr/intl-tel-input","/tests/core/countrySearch.test.js","Magic Number","{'line': 55, 'column': 51, 'index': 1582}","start: 54 end: 56","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 55, 'column': 51, 'index': 1582}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""shows the right number of results"", () => {
 expect(getCountryListLength(container)).toBe(6);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
75,"snutsjs","miragejs/miragejs","/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js","SubOptimalAssert","{""startLine"":56,""endLine"":56}","start: 40 end: 59","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":56,""endLine"":56}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""undefined shorthand updates the record and returns the model"", () => {
 let handler = new PutShorthandRouteHandler(
 schema,
 serializer,
 undefined,
 ""/authors/:id""
 );
 let request = {
 requestBody: JSON.stringify(body),
 url: ""/authors/1"",
 params: { id: ""1"" },
 };

 let model = handler.handle(request);

 expect(schema.db.authors).toHaveLength(1);
 expect(model instanceof Model).toBeTruthy();
 expect(model.modelName).toBe(""author"");
 expect(model.firstName).toBe(""Ganondorf"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
76,"snutsjs","miragejs/miragejs","/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js","SubOptimalAssert","{""startLine"":73,""endLine"":73}","start: 61 end: 76","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":73,""endLine"":73}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""query params are ignored"", () => {
 let handler = new PutShorthandRouteHandler(schema, serializer, ""author"");
 let request = {
 requestBody: JSON.stringify(body),
 url: ""/authors/1?foo=bar"",
 params: { id: ""1"" },
 queryParams: { foo: ""bar"" },
 };

 let model = handler.handle(request);

 expect(schema.db.authors).toHaveLength(1);
 expect(model instanceof Model).toBeTruthy();
 expect(model.modelName).toBe(""author"");
 expect(model.firstName).toBe(""Ganondorf"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
77,"snutsjs","miragejs/miragejs","/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js","SubOptimalAssert","{""startLine"":94,""endLine"":94}","start: 78 end: 97","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":94,""endLine"":94}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""string shorthand updates the record of the specified type and returns the model"", () => {
 let handler = new PutShorthandRouteHandler(
 schema,
 serializer,
 undefined,
 ""/authors/:id""
 );
 let request = {
 requestBody: JSON.stringify(body),
 url: ""/authors/1"",
 params: { id: ""1"" },
 };

 let model = handler.handle(request);

 expect(schema.db.authors).toHaveLength(1);
 expect(model instanceof Model).toBeTruthy();
 expect(model.modelName).toBe(""author"");
 expect(model.firstName).toBe(""Ganondorf"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
78,"snutsjs","miragejs/miragejs","/__tests__/internal/move-after-handle-request/route-handlers/post-shorthand-test.js","SubOptimalAssert","{""startLine"":42,""endLine"":42}","start: 35 end: 45","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":42,""endLine"":42}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""string shorthand creates a record of the specified type and returns the new model"", () => {
 let request = { requestBody: JSON.stringify(body), url: ""/people"" };
 let handler = new PostShorthandRouteHandler(schema, serializer, ""author"");

 let model = handler.handle(request);

 expect(schema.db.authors).toHaveLength(1);
 expect(model instanceof Model).toBeTruthy();
 expect(model.modelName).toBe(""author"");
 expect(model.firstName).toBe(""Ganon"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
79,"snutsjs","miragejs/miragejs","/__tests__/internal/move-after-handle-request/route-handlers/post-shorthand-test.js","SubOptimalAssert","{""startLine"":58,""endLine"":58}","start: 47 end: 61","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":58,""endLine"":58}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""query params are ignored"", () => {
 let request = {
 requestBody: JSON.stringify(body),
 url: ""/authors?foo=bar"",
 queryParams: { foo: ""bar"" },
 };
 let handler = new PostShorthandRouteHandler(schema, serializer, ""author"");

 let model = handler.handle(request);

 expect(schema.db.authors).toHaveLength(1);
 expect(model instanceof Model).toBeTruthy();
 expect(model.modelName).toBe(""author"");
 expect(model.firstName).toBe(""Ganon"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
80,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Duplicate Assert","{'line': 622, 'column': 4, 'index': 14567}","start: 578 end: 636","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 622, 'column': 4, 'index': 14567}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""create allows to create objects with associations"", () => {
 let AuthorFactory = Factory.extend({
 name: ""Sam"",
 });
 let CategoryFactory = Factory.extend({
 name: ""splendid software"",
 });
 let ArticleFactory = Factory.extend({
 title: ""Lorem ipsum"",

 withCategory: trait({
 awesomeCategory: association(),
 }),

 author: association(),
 });

 let server = new Server({
 environment: ""test"",
 models: {
 author: Model.extend({
 articles: hasMany(),
 }),
 category: Model.extend({}),
 article: Model.extend({
 author: belongsTo(),
 awesomeCategory: belongsTo(""category""),
 }),
 },
 factories: {
 article: ArticleFactory,
 author: AuthorFactory,
 category: CategoryFactory,
 },
 });

 let article = server.create(""article"", ""withCategory"");

 expect(article.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""1"",
 authorId: ""1"",
 awesomeCategoryId: ""1"",
 });
 expect(server.db.authors).toHaveLength(1);
 expect(server.db.categories).toHaveLength(1);

 let anotherArticle = server.create(""article"", ""withCategory"");
 expect(anotherArticle.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""2"",
 authorId: ""2"",
 awesomeCategoryId: ""2"",
 });
 expect(server.db.authors).toHaveLength(2);
 expect(server.db.categories).toHaveLength(2);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
81,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Duplicate Assert","{'line': 623, 'column': 4, 'index': 14614}","start: 578 end: 636","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 623, 'column': 4, 'index': 14614}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""create allows to create objects with associations"", () => {
 let AuthorFactory = Factory.extend({
 name: ""Sam"",
 });
 let CategoryFactory = Factory.extend({
 name: ""splendid software"",
 });
 let ArticleFactory = Factory.extend({
 title: ""Lorem ipsum"",

 withCategory: trait({
 awesomeCategory: association(),
 }),

 author: association(),
 });

 let server = new Server({
 environment: ""test"",
 models: {
 author: Model.extend({
 articles: hasMany(),
 }),
 category: Model.extend({}),
 article: Model.extend({
 author: belongsTo(),
 awesomeCategory: belongsTo(""category""),
 }),
 },
 factories: {
 article: ArticleFactory,
 author: AuthorFactory,
 category: CategoryFactory,
 },
 });

 let article = server.create(""article"", ""withCategory"");

 expect(article.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""1"",
 authorId: ""1"",
 awesomeCategoryId: ""1"",
 });
 expect(server.db.authors).toHaveLength(1);
 expect(server.db.categories).toHaveLength(1);

 let anotherArticle = server.create(""article"", ""withCategory"");
 expect(anotherArticle.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""2"",
 authorId: ""2"",
 awesomeCategoryId: ""2"",
 });
 expect(server.db.authors).toHaveLength(2);
 expect(server.db.categories).toHaveLength(2);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
82,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Duplicate Assert","{'line': 632, 'column': 4, 'index': 14877}","start: 578 end: 636","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 632, 'column': 4, 'index': 14877}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""create allows to create objects with associations"", () => {
 let AuthorFactory = Factory.extend({
 name: ""Sam"",
 });
 let CategoryFactory = Factory.extend({
 name: ""splendid software"",
 });
 let ArticleFactory = Factory.extend({
 title: ""Lorem ipsum"",

 withCategory: trait({
 awesomeCategory: association(),
 }),

 author: association(),
 });

 let server = new Server({
 environment: ""test"",
 models: {
 author: Model.extend({
 articles: hasMany(),
 }),
 category: Model.extend({}),
 article: Model.extend({
 author: belongsTo(),
 awesomeCategory: belongsTo(""category""),
 }),
 },
 factories: {
 article: ArticleFactory,
 author: AuthorFactory,
 category: CategoryFactory,
 },
 });

 let article = server.create(""article"", ""withCategory"");

 expect(article.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""1"",
 authorId: ""1"",
 awesomeCategoryId: ""1"",
 });
 expect(server.db.authors).toHaveLength(1);
 expect(server.db.categories).toHaveLength(1);

 let anotherArticle = server.create(""article"", ""withCategory"");
 expect(anotherArticle.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""2"",
 authorId: ""2"",
 awesomeCategoryId: ""2"",
 });
 expect(server.db.authors).toHaveLength(2);
 expect(server.db.categories).toHaveLength(2);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
83,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Duplicate Assert","{'line': 633, 'column': 4, 'index': 14924}","start: 578 end: 636","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 633, 'column': 4, 'index': 14924}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""create allows to create objects with associations"", () => {
 let AuthorFactory = Factory.extend({
 name: ""Sam"",
 });
 let CategoryFactory = Factory.extend({
 name: ""splendid software"",
 });
 let ArticleFactory = Factory.extend({
 title: ""Lorem ipsum"",

 withCategory: trait({
 awesomeCategory: association(),
 }),

 author: association(),
 });

 let server = new Server({
 environment: ""test"",
 models: {
 author: Model.extend({
 articles: hasMany(),
 }),
 category: Model.extend({}),
 article: Model.extend({
 author: belongsTo(),
 awesomeCategory: belongsTo(""category""),
 }),
 },
 factories: {
 article: ArticleFactory,
 author: AuthorFactory,
 category: CategoryFactory,
 },
 });

 let article = server.create(""article"", ""withCategory"");

 expect(article.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""1"",
 authorId: ""1"",
 awesomeCategoryId: ""1"",
 });
 expect(server.db.authors).toHaveLength(1);
 expect(server.db.categories).toHaveLength(1);

 let anotherArticle = server.create(""article"", ""withCategory"");
 expect(anotherArticle.attrs).toEqual({
 title: ""Lorem ipsum"",
 id: ""2"",
 authorId: ""2"",
 awesomeCategoryId: ""2"",
 });
 expect(server.db.authors).toHaveLength(2);
 expect(server.db.categories).toHaveLength(2);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
84,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Magic Number","{'line': 26, 'column': 39, 'index': 502}","start: 21 end: 29","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 26, 'column': 39, 'index': 502}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""routes return pretender handler"", () => {
 let server = new Server({ environment: ""test"" });

 let handler = server.post(""foo"");

 expect(handler.numberOfCalls).toBe(0);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
85,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Magic Number","{'line': 59, 'column': 39, 'index': 1191}","start: 54 end: 62","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 59, 'column': 39, 'index': 1191}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""routes return pretender handler"", async () => {
 let server = createServer({ environment: ""test"" });

 let handler = server.post(""foo"");

 expect(handler.numberOfCalls).toBe(0);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
86,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Magic Number","{'line': 80, 'column': 31, 'index': 1650}","start: 77 end: 83","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 80, 'column': 31, 'index': 1650}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""forces timing to be 0 in test environment"", async () => {
 let server = createServer({ environment: ""test"" });

 expect(server.timing).toBe(0);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
87,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Magic Number","{'line': 88, 'column': 31, 'index': 1818}","start: 85 end: 91","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 88, 'column': 31, 'index': 1818}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""allows setting the timing to 0"", async () => {
 let server = createServer({ timing: 0 });

 expect(server.timing).toBe(0);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
88,"steel","miragejs/miragejs","/__tests__/internal/unit/server-test.js","Magic Number","{'line': 102, 'column': 31, 'index': 2121}","start: 95 end: 105","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 102, 'column': 31, 'index': 2121}  – Magic Number
Occurs when numeric literals are used directly in tests without explanation or documentation. These numbers lack clear context, making the code less readable and harder to maintain, as it is not obvious why such values are used.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""forces timing to 0 in test environment"", () => {
 let server = new Server({ environment: ""test"" });

 server.loadConfig(function () {
 this.timing = 50;
 });

 expect(server.timing).toBe(0);

 server.shutdown();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
89,"steel","miragejs/miragejs","/__tests__/internal/unit/schema-test.js","Duplicate Assert","{'line': 42, 'column': 4, 'index': 1188}","start: 33 end: 47","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 42, 'column': 4, 'index': 1188}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""`first()` returns null when nothing is found"", () => {
 expect.assertions(2);

 let db = new Db();
 let schema = new Schema(db);

 let authorModel = Model.extend({});
 schema.registerModel(""author"", authorModel);

 expect(schema.first(""author"")).toBeNull();

 let record = schema.create(""author"", { id: 1, name: ""Mary Roach"" });

 expect(schema.first(""author"")).toEqual(record);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
90,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/uiframe.test.js","TestWithoutDescription","{""startLine"":42,""endLine"":44}","start: 42 end: 44","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":42,""endLine"":44}  – TestWithoutDescription
A test case that is defined without a descriptive name or message, making it unclear what functionality is being tested.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","it("""", () => {
 uiframe.default();
 });",,"FALSE","FALSE","FALSE","FALSE",,,
91,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","SubOptimalAssert","{""startLine"":65,""endLine"":65}","start: 62 end: 76","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":65,""endLine"":65}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
92,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","SubOptimalAssert","{""startLine"":88,""endLine"":88}","start: 78 end: 90","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":88,""endLine"":88}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""render markdown from clipboard"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });
 const links = document.querySelectorAll(""a"");
 expect(links.length).toBe(2);
 expect(links[0].href).toBe(""https://github.com/"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
93,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","SubOptimalAssert","{""startLine"":111,""endLine"":111}","start: 92 end: 118","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":111,""endLine"":111}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""follow links generated from markdown"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 const links = document.querySelectorAll(""a"");
 links.forEach((l, i) => {
 l.getBoundingClientRect = jest.fn(() => {
 return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
 });
 });
 document.elementFromPoint = jest.fn(() => {
 return null;
 });
 expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

 document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
 const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
 expect(hint_labels.length).toBe(2);
 expect(hint_labels[0].label).toBe(""A"");
 expect(hint_labels[1].label).toBe(""S"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
94,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","SubOptimalAssert","{""startLine"":115,""endLine"":115}","start: 92 end: 118","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":115,""endLine"":115}  – SubOptimalAssert
Occurs when the assertions used in tests are not ideal for verifying the specific condition being tested. Using more specific and expressive assertions can improve test clarity and make results more useful
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""follow links generated from markdown"", async () => {
 jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
 onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
 });
 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 const links = document.querySelectorAll(""a"");
 links.forEach((l, i) => {
 l.getBoundingClientRect = jest.fn(() => {
 return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
 });
 });
 document.elementFromPoint = jest.fn(() => {
 return null;
 });
 expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

 document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
 const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
 expect(hint_labels.length).toBe(2);
 expect(hint_labels[0].label).toBe(""A"");
 expect(hint_labels[1].label).toBe(""S"");
 });",,"FALSE","FALSE","FALSE","FALSE",,,
95,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/common/normal.test.js","ConditionalTestLogic","{""startLine"":29,""endLine"":31}","start: 25 end: 35","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":29,""endLine"":31}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""normal /"", async () => {
 normal.enter();
 await new Promise((r) => {
 document.addEventListener(""surfingkeys:front"", function(evt) {
 if (evt.detail.length && evt.detail[0] === ""openFinder"") {
 r(evt);
 }
 });
 document.body.dispatchEvent(new KeyboardEvent('keydown',{'key':'/'}));
 });
 });",,"FALSE","FALSE","FALSE","FALSE",,,
96,"snutsjs","brookhong/surfingkeys","/tests/content_scripts/common/normal.test.js","ConditionalTestLogic","{""startLine"":66,""endLine"":68}","start: 62 end: 77","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {""startLine"":66,""endLine"":68}  – ConditionalTestLogic
Occurs due to the presence of test methods that contain conditional statements, such as the use of if-else or loops like for or while. Test methods that include conditional statements can compromise the effectiveness of tests
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""normal mouse up"", async () => {
 runtime.conf.mouseSelectToQuery = [ ""http://localhost"" ];
 await new Promise((r) => {
 document.addEventListener(""surfingkeys:front"", function(evt) {
 if (evt.detail.length && evt.detail[0] === ""querySelectedWord"") {
 r(evt);
 }
 });
 document.body.dispatchEvent(new MouseEvent('mouseup', {
 bubbles: true,
 cancelable: true,
 view: window,
 button: 0
 }));
 });
 });",,"FALSE","FALSE","FALSE","FALSE",,,
97,"steel","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","Duplicate Assert","{'line': 66, 'column': 8, 'index': 2706}","start: 62 end: 76","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 66, 'column': 8, 'index': 2706}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
98,"steel","brookhong/surfingkeys","/tests/content_scripts/markdown.test.js","Duplicate Assert","{'line': 75, 'column': 8, 'index': 3043}","start: 62 end: 76","In this test file, the following lines contain a bad design pattern (also known as a test smell):

Lines {'line': 75, 'column': 8, 'index': 3043}  – Duplicate Assert
This issue occurs when a test method verifies the same condition more than once within its scope, making the test harder to read and maintain. Identical assertions within the same method do not explicitly convey the purpose of the test method.
To improve test quality and maintainability, can you refactor the method to eliminate ConditionalTestLogic while ensuring the test remains clear and effective?","test(""verify local shortcuts for markdown preview"", async () => {
 document.execCommand = jest.fn();

 expect(normal.mappings.find('of')).toBe(undefined);
 expect(document.execCommand).toHaveBeenCalledTimes(0);

 await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
 return true;
 }, () => {
 dispatchSKEvent('defaultSettingsLoaded', {normal, api});
 });

 expect(normal.mappings.find('of').meta.word).toBe('of');
 expect(document.execCommand).toHaveBeenCalledTimes(1);
 });",,"FALSE","FALSE","FALSE","FALSE",,,
