A (filename),B (test),C (start: ... end: ....)
/home/gabriel/Desktop/research/projects/react-beautiful-dnd/test/unit/view/dimension-marshal/publish-while-dragging.spec.js,"  it('should collect and publish the draggables', () => {
    const beforeInHome1: DraggableDimension = {
      ...preset.inHome1,
      descriptor: {
        ...preset.inHome1.descriptor,
        id: 'addition1',
        index: 0,
      },
    };
    const beforeInHome2: DraggableDimension = {
      ...preset.inHome2,
      descriptor: {
        ...preset.inHome2.descriptor,
        id: 'addition2',
        index: 1,
      },
    };
    const registry: Registry = createRegistry();
    const callbacks: Callbacks = getCallbacksStub();
    const marshal: DimensionMarshal = createDimensionMarshal(
      registry,
      callbacks,
    );
    populate(registry, withScrollables);

    // A publish has started
    marshal.startPublishing(defaultRequest);
    expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();

    registry.draggable.register(
      getDraggableEntry({ dimension: beforeInHome1 }),
    );
    registry.draggable.register(
      getDraggableEntry({ dimension: beforeInHome2 }),
    );
    expect(callbacks.collectionStarting).toHaveBeenCalled();
    expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();

    // Fire the collection / publish step
    requestAnimationFrame.step();
    const expected: Published = {
      ...empty,
      additions: [beforeInHome1, beforeInHome2],
      modified: [{ droppableId: scrollableHome.descriptor.id, scroll: origin }],
    };
    expect(callbacks.publishWhileDragging).toHaveBeenCalledWith(expected);
  });",start: 112 end: 158
/home/gabriel/Desktop/research/projects/react-beautiful-dnd/test/unit/view/dimension-marshal/publish-while-dragging.spec.js,"  it('should not do anything if trying to add a draggable that does not have the same type as the dragging item', () => {
    const callbacks: Callbacks = getCallbacksStub();
    const registry: Registry = createRegistry();
    const marshal: DimensionMarshal = createDimensionMarshal(
      registry,
      callbacks,
    );
    populate(registry, withScrollables);

    // A publish has started
    marshal.startPublishing(defaultRequest);
    expect(callbacks.collectionStarting).not.toHaveBeenCalled();

    // Registering a new draggable (inserted before inHome1)

    registry.draggable.register(
      getDraggableEntry({ dimension: inAnotherType }),
    );
    expect(callbacks.collectionStarting).not.toHaveBeenCalled();
  });",start: 160 end: 179
/home/gabriel/Desktop/research/projects/react-beautiful-dnd/test/unit/view/dimension-marshal/publish-while-dragging.spec.js,"  it('should order published draggables by their index', () => {
    const beforeInHome1: DraggableDimension = {
      ...preset.inHome1,
      descriptor: {
        ...preset.inHome1.descriptor,
        id: 'b',
        index: 0,
      },
    };
    const beforeInHome2: DraggableDimension = {
      ...preset.inHome2,
      descriptor: {
        ...preset.inHome2.descriptor,
        // if ordered by a key, this would be first
        id: 'a',
        index: 1,
      },
    };
    const callbacks: Callbacks = getCallbacksStub();
    const registry: Registry = createRegistry();
    const marshal: DimensionMarshal = createDimensionMarshal(
      registry,
      callbacks,
    );
    populate(registry, withScrollables);

    // A publish has started
    marshal.startPublishing(defaultRequest);
    expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();

    // publishing the higher index value first
    registry.draggable.register(
      getDraggableEntry({ dimension: beforeInHome2 }),
    );
    // publishing the lower index value second
    registry.draggable.register(
      getDraggableEntry({ dimension: beforeInHome1 }),
    );
    expect(callbacks.publishWhileDragging).not.toHaveBeenCalled();

    // Fire the collection / publish step
    requestAnimationFrame.step();
    const expected: Published = {
      ...empty,
      // we expect this to be ordered by index
      additions: [beforeInHome1, beforeInHome2],
      modified: [{ droppableId: scrollableHome.descriptor.id, scroll: origin }],
    };
    expect(callbacks.publishWhileDragging).toHaveBeenCalledWith(expected);
  });",start: 181 end: 230
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/static/attachUtils.test.js,"    it(""resolves the promise"", async () => {
      expect(loadResult).toBeAPromise();
      await expect(loadResult).resolves.toBe(true);
    });",start: 25 end: 28
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/static/attachUtils.test.js,"    it(""resolves the promise"", async () => {
      expect(loadResult).toBeAPromise();
      await expect(loadResult).resolves.toBe(true);
    });",start: 25 end: 28
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/options/separateDialCode.test.js,"  test(""typing/deleting different area codes should update the selected country"", async () => {
    // typing area code starting with 1 changes to Russia
    await user.type(input, ""1"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // deleting area code keeps Russia selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // typing area code starting with 7 changes to Kazakhstan
    await user.type(input, ""7"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);

    // deleting area code keeps Kazakhstan selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);
  });",start: 153 end: 169
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/options/separateDialCode.test.js,"  test(""typing/deleting different area codes should update the selected country"", async () => {
    // typing area code starting with 1 changes to Russia
    await user.type(input, ""1"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // deleting area code keeps Russia selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // typing area code starting with 7 changes to Kazakhstan
    await user.type(input, ""7"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);

    // deleting area code keeps Kazakhstan selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);
  });",start: 153 end: 169
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/options/separateDialCode.test.js,"  test(""typing/deleting different area codes should update the selected country"", async () => {
    // typing area code starting with 1 changes to Russia
    await user.type(input, ""1"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // deleting area code keeps Russia selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""ru"")).toBe(true);

    // typing area code starting with 7 changes to Kazakhstan
    await user.type(input, ""7"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);

    // deleting area code keeps Kazakhstan selected
    await user.type(input, ""{backspace}"");
    expect(checkFlagSelected(container, ""kz"")).toBe(true);
  });",start: 153 end: 169
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/core/multipleInstances.test.js,"  test(""instances have different country lists"", () => {
    expect(getCountryListLength(container1)).toEqual(2);
    expect(getCountryListLength(container2)).toEqual(4);
  });",start: 34 end: 37
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/core/multipleInstances.test.js,"  test(""instances have different country lists"", () => {
    expect(getCountryListLength(container1)).toEqual(2);
    expect(getCountryListLength(container2)).toEqual(4);
  });",start: 34 end: 37
/home/gabriel/Desktop/research/projects/intl-tel-input/tests/core/countrySearch.test.js,"    test(""shows the right number of results"", () => {
      expect(getCountryListLength(container)).toBe(6);
    });",start: 54 end: 56
/home/gabriel/Desktop/research/projects/miragejs/__tests__/external/shared/fixtures-and-factories-test.js,"  beforeEach(() => {
    server = new Server({
      environment: ""development"",
      models: {
        author: Model,
      },
      factories: {
        author: Factory,
      },
      seeds() {},
      fixtures: {
        authors: [{ id: 1, name: ""Zelda"" }],
      },
    });
  });",start: 6 end: 20
/home/gabriel/Desktop/research/projects/miragejs/__tests__/external/browser-only/passthrough-test.js,"  beforeEach(() => {
    server = new Server({
      environment: ""test"",
    });

    /*
      Waiting to hear back on this:

        https://stackoverflow.com/questions/57227095/how-can-i-catch-or-suppress-a-rejected-network-request-from-jest

      For now, suppress console error messages
    */
    originalError = console.error;
    console.error = () => {};
  });",start: 6 end: 20
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js,"  test(""undefined shorthand updates the record and returns the model"", () => {
    let handler = new PutShorthandRouteHandler(
      schema,
      serializer,
      undefined,
      ""/authors/:id""
    );
    let request = {
      requestBody: JSON.stringify(body),
      url: ""/authors/1"",
      params: { id: ""1"" },
    };

    let model = handler.handle(request);

    expect(schema.db.authors).toHaveLength(1);
    expect(model instanceof Model).toBeTruthy();
    expect(model.modelName).toBe(""author"");
    expect(model.firstName).toBe(""Ganondorf"");
  });",start: 40 end: 59
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js,"  test(""query params are ignored"", () => {
    let handler = new PutShorthandRouteHandler(schema, serializer, ""author"");
    let request = {
      requestBody: JSON.stringify(body),
      url: ""/authors/1?foo=bar"",
      params: { id: ""1"" },
      queryParams: { foo: ""bar"" },
    };

    let model = handler.handle(request);

    expect(schema.db.authors).toHaveLength(1);
    expect(model instanceof Model).toBeTruthy();
    expect(model.modelName).toBe(""author"");
    expect(model.firstName).toBe(""Ganondorf"");
  });",start: 61 end: 76
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/move-after-handle-request/route-handlers/put-shorthand-test.js,"  test(""string shorthand updates the record of the specified type and returns the model"", () => {
    let handler = new PutShorthandRouteHandler(
      schema,
      serializer,
      undefined,
      ""/authors/:id""
    );
    let request = {
      requestBody: JSON.stringify(body),
      url: ""/authors/1"",
      params: { id: ""1"" },
    };

    let model = handler.handle(request);

    expect(schema.db.authors).toHaveLength(1);
    expect(model instanceof Model).toBeTruthy();
    expect(model.modelName).toBe(""author"");
    expect(model.firstName).toBe(""Ganondorf"");
  });",start: 78 end: 97
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/move-after-handle-request/route-handlers/post-shorthand-test.js,"  test(""string shorthand creates a record of the specified type and returns the new model"", () => {
    let request = { requestBody: JSON.stringify(body), url: ""/people"" };
    let handler = new PostShorthandRouteHandler(schema, serializer, ""author"");

    let model = handler.handle(request);

    expect(schema.db.authors).toHaveLength(1);
    expect(model instanceof Model).toBeTruthy();
    expect(model.modelName).toBe(""author"");
    expect(model.firstName).toBe(""Ganon"");
  });",start: 35 end: 45
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/move-after-handle-request/route-handlers/post-shorthand-test.js,"  test(""query params are ignored"", () => {
    let request = {
      requestBody: JSON.stringify(body),
      url: ""/authors?foo=bar"",
      queryParams: { foo: ""bar"" },
    };
    let handler = new PostShorthandRouteHandler(schema, serializer, ""author"");

    let model = handler.handle(request);

    expect(schema.db.authors).toHaveLength(1);
    expect(model instanceof Model).toBeTruthy();
    expect(model.modelName).toBe(""author"");
    expect(model.firstName).toBe(""Ganon"");
  });",start: 47 end: 61
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""create allows to create objects with associations"", () => {
    let AuthorFactory = Factory.extend({
      name: ""Sam"",
    });
    let CategoryFactory = Factory.extend({
      name: ""splendid software"",
    });
    let ArticleFactory = Factory.extend({
      title: ""Lorem ipsum"",

      withCategory: trait({
        awesomeCategory: association(),
      }),

      author: association(),
    });

    let server = new Server({
      environment: ""test"",
      models: {
        author: Model.extend({
          articles: hasMany(),
        }),
        category: Model.extend({}),
        article: Model.extend({
          author: belongsTo(),
          awesomeCategory: belongsTo(""category""),
        }),
      },
      factories: {
        article: ArticleFactory,
        author: AuthorFactory,
        category: CategoryFactory,
      },
    });

    let article = server.create(""article"", ""withCategory"");

    expect(article.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""1"",
      authorId: ""1"",
      awesomeCategoryId: ""1"",
    });
    expect(server.db.authors).toHaveLength(1);
    expect(server.db.categories).toHaveLength(1);

    let anotherArticle = server.create(""article"", ""withCategory"");
    expect(anotherArticle.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""2"",
      authorId: ""2"",
      awesomeCategoryId: ""2"",
    });
    expect(server.db.authors).toHaveLength(2);
    expect(server.db.categories).toHaveLength(2);

    server.shutdown();
  });",start: 578 end: 636
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""create allows to create objects with associations"", () => {
    let AuthorFactory = Factory.extend({
      name: ""Sam"",
    });
    let CategoryFactory = Factory.extend({
      name: ""splendid software"",
    });
    let ArticleFactory = Factory.extend({
      title: ""Lorem ipsum"",

      withCategory: trait({
        awesomeCategory: association(),
      }),

      author: association(),
    });

    let server = new Server({
      environment: ""test"",
      models: {
        author: Model.extend({
          articles: hasMany(),
        }),
        category: Model.extend({}),
        article: Model.extend({
          author: belongsTo(),
          awesomeCategory: belongsTo(""category""),
        }),
      },
      factories: {
        article: ArticleFactory,
        author: AuthorFactory,
        category: CategoryFactory,
      },
    });

    let article = server.create(""article"", ""withCategory"");

    expect(article.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""1"",
      authorId: ""1"",
      awesomeCategoryId: ""1"",
    });
    expect(server.db.authors).toHaveLength(1);
    expect(server.db.categories).toHaveLength(1);

    let anotherArticle = server.create(""article"", ""withCategory"");
    expect(anotherArticle.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""2"",
      authorId: ""2"",
      awesomeCategoryId: ""2"",
    });
    expect(server.db.authors).toHaveLength(2);
    expect(server.db.categories).toHaveLength(2);

    server.shutdown();
  });",start: 578 end: 636
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""create allows to create objects with associations"", () => {
    let AuthorFactory = Factory.extend({
      name: ""Sam"",
    });
    let CategoryFactory = Factory.extend({
      name: ""splendid software"",
    });
    let ArticleFactory = Factory.extend({
      title: ""Lorem ipsum"",

      withCategory: trait({
        awesomeCategory: association(),
      }),

      author: association(),
    });

    let server = new Server({
      environment: ""test"",
      models: {
        author: Model.extend({
          articles: hasMany(),
        }),
        category: Model.extend({}),
        article: Model.extend({
          author: belongsTo(),
          awesomeCategory: belongsTo(""category""),
        }),
      },
      factories: {
        article: ArticleFactory,
        author: AuthorFactory,
        category: CategoryFactory,
      },
    });

    let article = server.create(""article"", ""withCategory"");

    expect(article.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""1"",
      authorId: ""1"",
      awesomeCategoryId: ""1"",
    });
    expect(server.db.authors).toHaveLength(1);
    expect(server.db.categories).toHaveLength(1);

    let anotherArticle = server.create(""article"", ""withCategory"");
    expect(anotherArticle.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""2"",
      authorId: ""2"",
      awesomeCategoryId: ""2"",
    });
    expect(server.db.authors).toHaveLength(2);
    expect(server.db.categories).toHaveLength(2);

    server.shutdown();
  });",start: 578 end: 636
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""create allows to create objects with associations"", () => {
    let AuthorFactory = Factory.extend({
      name: ""Sam"",
    });
    let CategoryFactory = Factory.extend({
      name: ""splendid software"",
    });
    let ArticleFactory = Factory.extend({
      title: ""Lorem ipsum"",

      withCategory: trait({
        awesomeCategory: association(),
      }),

      author: association(),
    });

    let server = new Server({
      environment: ""test"",
      models: {
        author: Model.extend({
          articles: hasMany(),
        }),
        category: Model.extend({}),
        article: Model.extend({
          author: belongsTo(),
          awesomeCategory: belongsTo(""category""),
        }),
      },
      factories: {
        article: ArticleFactory,
        author: AuthorFactory,
        category: CategoryFactory,
      },
    });

    let article = server.create(""article"", ""withCategory"");

    expect(article.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""1"",
      authorId: ""1"",
      awesomeCategoryId: ""1"",
    });
    expect(server.db.authors).toHaveLength(1);
    expect(server.db.categories).toHaveLength(1);

    let anotherArticle = server.create(""article"", ""withCategory"");
    expect(anotherArticle.attrs).toEqual({
      title: ""Lorem ipsum"",
      id: ""2"",
      authorId: ""2"",
      awesomeCategoryId: ""2"",
    });
    expect(server.db.authors).toHaveLength(2);
    expect(server.db.categories).toHaveLength(2);

    server.shutdown();
  });",start: 578 end: 636
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""routes return pretender handler"", () => {
    let server = new Server({ environment: ""test"" });

    let handler = server.post(""foo"");

    expect(handler.numberOfCalls).toBe(0);

    server.shutdown();
  });",start: 21 end: 29
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""routes return pretender handler"", async () => {
    let server = createServer({ environment: ""test"" });

    let handler = server.post(""foo"");

    expect(handler.numberOfCalls).toBe(0);

    server.shutdown();
  });",start: 54 end: 62
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""forces timing to be 0 in test environment"", async () => {
    let server = createServer({ environment: ""test"" });

    expect(server.timing).toBe(0);

    server.shutdown();
  });",start: 77 end: 83
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""allows setting the timing to 0"", async () => {
    let server = createServer({ timing: 0 });

    expect(server.timing).toBe(0);

    server.shutdown();
  });",start: 85 end: 91
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/server-test.js,"  test(""forces timing to 0 in test environment"", () => {
    let server = new Server({ environment: ""test"" });

    server.loadConfig(function () {
      this.timing = 50;
    });

    expect(server.timing).toBe(0);

    server.shutdown();
  });",start: 95 end: 105
/home/gabriel/Desktop/research/projects/miragejs/__tests__/internal/unit/schema-test.js,"  test(""`first()` returns null when nothing is found"", () => {
    expect.assertions(2);

    let db = new Db();
    let schema = new Schema(db);

    let authorModel = Model.extend({});
    schema.registerModel(""author"", authorModel);

    expect(schema.first(""author"")).toBeNull();

    let record = schema.create(""author"", { id: 1, name: ""Mary Roach"" });

    expect(schema.first(""author"")).toEqual(record);
  });",start: 33 end: 47
/home/gabriel/Desktop/research/projects/surfingkeys/__tests__/external/shared/fixtures-and-factories-test.js,"Failed to parse JavaScript file: ENOENT: no such file or directory, open '/home/gabriel/Desktop/research/projects/surfingkeys/__tests__/external/shared/fixtures-and-factories-test.js'",
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/uiframe.test.js,"    it("""", () => {
        uiframe.default();
    });",start: 42 end: 44
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        expect(normal.mappings.find('of')).toBe(undefined);
        expect(document.execCommand).toHaveBeenCalledTimes(0);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        expect(normal.mappings.find('of').meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",start: 62 end: 76
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""render markdown from clipboard"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });
        const links = document.querySelectorAll(""a"");
        expect(links.length).toBe(2);
        expect(links[0].href).toBe(""https://github.com/"");
    });",start: 78 end: 90
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",start: 92 end: 118
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",start: 92 end: 118
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/common/normal.test.js,"    test(""normal /"", async () => {
        normal.enter();
        await new Promise((r) => {
            document.addEventListener(""surfingkeys:front"", function(evt) {
                if (evt.detail.length && evt.detail[0] === ""openFinder"") {
                    r(evt);
                }
            });
            document.body.dispatchEvent(new KeyboardEvent('keydown',{'key':'/'}));
        });
    });",start: 25 end: 35
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/common/normal.test.js,"    test(""normal mouse up"", async () => {
        runtime.conf.mouseSelectToQuery = [ ""http://localhost"" ];
        await new Promise((r) => {
            document.addEventListener(""surfingkeys:front"", function(evt) {
                if (evt.detail.length && evt.detail[0] === ""querySelectedWord"") {
                    r(evt);
                }
            });
            document.body.dispatchEvent(new MouseEvent('mouseup', {
                bubbles: true,
                cancelable: true,
                view: window,
                button: 0
            }));
        });
    });",start: 62 end: 77
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        expect(normal.mappings.find('of')).toBe(undefined);
        expect(document.execCommand).toHaveBeenCalledTimes(0);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        expect(normal.mappings.find('of').meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",start: 62 end: 76
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""verify local shortcuts for markdown preview"", async () => {
        document.execCommand = jest.fn();

        expect(normal.mappings.find('of')).toBe(undefined);
        expect(document.execCommand).toHaveBeenCalledTimes(0);

        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        expect(normal.mappings.find('of').meta.word).toBe('of');
        expect(document.execCommand).toHaveBeenCalledTimes(1);
    });",start: 62 end: 76
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""render markdown from clipboard"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });
        const links = document.querySelectorAll(""a"");
        expect(links.length).toBe(2);
        expect(links[0].href).toBe(""https://github.com/"");
    });",start: 78 end: 90
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/markdown.test.js,"    test(""follow links generated from markdown"", async () => {
        jest.spyOn(clipboard, 'read').mockImplementationOnce((onReady) => {
            onReady({data: ""* [github](https://github.com)\n* [google](https://google.com)""});
        });
        await waitForEvent(document, ""surfingkeys:defaultSettingsLoaded"", () => {
            return true;
        }, () => {
            dispatchSKEvent('defaultSettingsLoaded', {normal, api});
        });

        const links = document.querySelectorAll(""a"");
        links.forEach((l, i) => {
            l.getBoundingClientRect = jest.fn(() => {
                return { width: 100, height: 10, top: 100 * i, left: 0, bottom: 0, right: 0 };
            });
        });
        document.elementFromPoint = jest.fn(() => {
            return null;
        });
        expect(document.querySelector(""div.surfingkeys_hints_host"")).toBe(null);

        document.body.dispatchEvent(new KeyboardEvent('keydown', {'key': 'f'}));
        const hint_labels = document.querySelector(""div.surfingkeys_hints_host"").shadowRoot.querySelectorAll(""section>div"");
        expect(hint_labels.length).toBe(2);
        expect(hint_labels[0].label).toBe(""A"");
        expect(hint_labels[1].label).toBe(""S"");
    });",start: 92 end: 118
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/ui/omnibar.test.js,"    test(""toggle Omnibar's position"", async () => {
        const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
        window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
        await new Promise((r) => setTimeout(r, 100));
        expect(elmOmnibarClass.value).toContain('sk_omnibar_middle');
        Mode.handleMapKey.call(omnibar, {
            sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
        });
        await new Promise((r) => setTimeout(r, 100));
        expect(elmOmnibarClass.value).toContain('sk_omnibar_bottom');
    });",start: 76 end: 86
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/ui/omnibar.test.js,"    test(""toggle Omnibar's position"", async () => {
        const elmOmnibarClass = document.getElementById(""sk_omnibar"").classList;
        window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""URLs"", extra: ""getAllSites"" }}, document.location.origin);
        await new Promise((r) => setTimeout(r, 100));
        expect(elmOmnibarClass.value).toContain('sk_omnibar_middle');
        Mode.handleMapKey.call(omnibar, {
            sk_keyName: KeyboardUtils.encodeKeystroke(""<Ctrl-j>"")
        });
        await new Promise((r) => setTimeout(r, 100));
        expect(elmOmnibarClass.value).toContain('sk_omnibar_bottom');
    });",start: 76 end: 86
/home/gabriel/Desktop/research/projects/surfingkeys/tests/content_scripts/ui/frontend.test.js,"    test('show omnibar', async () => {
        const elmOmnibarStyle = document.getElementById(""sk_omnibar"").style;
        expect(elmOmnibarStyle).toHaveProperty('display', 'none');
        await waitForEvent(window, ""message"", (_msg) => {
            return _msg.surfingkeys_uihost_data && _msg.surfingkeys_uihost_data.action === ""setFrontFrame"";
        }, () => {
            window.postMessage({surfingkeys_frontend_data: { action: ""openOmnibar"", type: ""SearchEngine"", extra: ""b"" }}, document.location.origin);
        });
        expect(elmOmnibarStyle).not.toHaveProperty('display', 'none');
    });",start: 38 end: 47
/home/gabriel/Desktop/research/projects/tether/test/unit/evented.spec.js,      const handler = () => {};,start: 50 end: 50
/home/gabriel/Desktop/research/projects/tether/test/unit/tether.spec.js,"    it('gets default classes when no options set', () => {
      expect(element.classList.length, 'element - only one class').toEqual(1);
      expect(target.classList.length, 'target - only one class').toEqual(1);
      const tether = new Tether({
        element: '.element',
        target: '.target',
        attachment: 'top left',
        targetAttachment: 'top right'
      });

      tether.enable();

      expect(element.classList.length, 'element - tether classes added').toEqual(12);
      expect(element).toHaveClass('tether-element');
      expect(element).not.toHaveClass('tether-target');

      expect(target.classList.length, 'target - tether classes added').toEqual(12);
      expect(target).toHaveClass('tether-target');
      expect(target).not.toHaveClass('tether-element');

      tether.destroy();

      expect(element.classList.length, 'element - destroy sets classes back to initial state').toEqual(1);
      expect(target.classList.length, 'target - destroy sets classes back to initial state').toEqual(1);
    });",start: 46 end: 70
